code|code_type|description|doseage_format|match_term|inclusion_exclusion
M06879|ICD_10|Other specified rheumatoid arthritis, unspecified ankle and foot||rheumatoid arthritis|
M0688|ICD_10|Other specified rheumatoid arthritis, vertebrae||rheumatoid arthritis|
M0689|ICD_10|Other specified rheumatoid arthritis, multiple sites||rheumatoid arthritis|
M069|ICD_10|Rheumatoid arthritis, unspecified||rheumatoid arthritis|
M080|ICD_10|Unspecified juvenile rheumatoid arthritis||rheumatoid arthritis|
M0800|ICD_10|Unspecified juvenile rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0801|ICD_10|Unspecified juvenile rheumatoid arthritis, shoulder||rheumatoid arthritis|
M08011|ICD_10|Unspecified juvenile rheumatoid arthritis, right shoulder||rheumatoid arthritis|
M08012|ICD_10|Unspecified juvenile rheumatoid arthritis, left shoulder||rheumatoid arthritis|
M08019|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified shoulder||rheumatoid arthritis|
M0802|ICD_10|Unspecified juvenile rheumatoid arthritis of elbow||rheumatoid arthritis|
M08021|ICD_10|Unspecified juvenile rheumatoid arthritis, right elbow||rheumatoid arthritis|
M08022|ICD_10|Unspecified juvenile rheumatoid arthritis, left elbow||rheumatoid arthritis|
M08029|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified elbow||rheumatoid arthritis|
M0803|ICD_10|Unspecified juvenile rheumatoid arthritis, wrist||rheumatoid arthritis|
M08031|ICD_10|Unspecified juvenile rheumatoid arthritis, right wrist||rheumatoid arthritis|
M08032|ICD_10|Unspecified juvenile rheumatoid arthritis, left wrist||rheumatoid arthritis|
M08039|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified wrist||rheumatoid arthritis|
M0804|ICD_10|Unspecified juvenile rheumatoid arthritis, hand||rheumatoid arthritis|
M08041|ICD_10|Unspecified juvenile rheumatoid arthritis, right hand||rheumatoid arthritis|
M08042|ICD_10|Unspecified juvenile rheumatoid arthritis, left hand||rheumatoid arthritis|
M08049|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified hand||rheumatoid arthritis|
M0805|ICD_10|Unspecified juvenile rheumatoid arthritis, hip||rheumatoid arthritis|
M08051|ICD_10|Unspecified juvenile rheumatoid arthritis, right hip||rheumatoid arthritis|
M08052|ICD_10|Unspecified juvenile rheumatoid arthritis, left hip||rheumatoid arthritis|
M08059|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified hip||rheumatoid arthritis|
M0806|ICD_10|Unspecified juvenile rheumatoid arthritis, knee||rheumatoid arthritis|
M08061|ICD_10|Unspecified juvenile rheumatoid arthritis, right knee||rheumatoid arthritis|
M08062|ICD_10|Unspecified juvenile rheumatoid arthritis, left knee||rheumatoid arthritis|
M08069|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified knee||rheumatoid arthritis|
M0807|ICD_10|Unspecified juvenile rheumatoid arthritis, ankle and foot||rheumatoid arthritis|
M08071|ICD_10|Unspecified juvenile rheumatoid arthritis, right ankle and foot||rheumatoid arthritis|
M08072|ICD_10|Unspecified juvenile rheumatoid arthritis, left ankle and foot||rheumatoid arthritis|
M08079|ICD_10|Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot||rheumatoid arthritis|
M0808|ICD_10|Unspecified juvenile rheumatoid arthritis, vertebrae||rheumatoid arthritis|
M0809|ICD_10|Unspecified juvenile rheumatoid arthritis, multiple sites||rheumatoid arthritis|
M082|ICD_10|Juvenile rheumatoid arthritis with systemic onset||rheumatoid arthritis|
M0820|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified site||rheumatoid arthritis|
M0821|ICD_10|Juvenile rheumatoid arthritis with systemic onset, shoulder||rheumatoid arthritis|
M08211|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right shoulder||rheumatoid arthritis|
M08212|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left shoulder||rheumatoid arthritis|
M08219|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder||rheumatoid arthritis|
M0822|ICD_10|Juvenile rheumatoid arthritis with systemic onset, elbow||rheumatoid arthritis|
M08221|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right elbow||rheumatoid arthritis|
M08222|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left elbow||rheumatoid arthritis|
M08229|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified elbow||rheumatoid arthritis|
M0823|ICD_10|Juvenile rheumatoid arthritis with systemic onset, wrist||rheumatoid arthritis|
M08231|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right wrist||rheumatoid arthritis|
M08232|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left wrist||rheumatoid arthritis|
M08239|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified wrist||rheumatoid arthritis|
M0824|ICD_10|Juvenile rheumatoid arthritis with systemic onset, hand||rheumatoid arthritis|
M08241|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right hand||rheumatoid arthritis|
M08242|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left hand||rheumatoid arthritis|
M08249|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified hand||rheumatoid arthritis|
M0825|ICD_10|Juvenile rheumatoid arthritis with systemic onset, hip||rheumatoid arthritis|
M08251|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right hip||rheumatoid arthritis|
M08252|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left hip||rheumatoid arthritis|
M08259|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified hip||rheumatoid arthritis|
M0826|ICD_10|Juvenile rheumatoid arthritis with systemic onset, knee||rheumatoid arthritis|
M08261|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right knee||rheumatoid arthritis|
M08262|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left knee||rheumatoid arthritis|
M08269|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified knee||rheumatoid arthritis|
M0827|ICD_10|Juvenile rheumatoid arthritis with systemic onset, ankle and foot||rheumatoid arthritis|
M08271|ICD_10|Juvenile rheumatoid arthritis with systemic onset, right ankle and foot||rheumatoid arthritis|
M08272|ICD_10|Juvenile rheumatoid arthritis with systemic onset, left ankle and foot||rheumatoid arthritis|
M08279|ICD_10|Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot||rheumatoid arthritis|
M0828|ICD_10|Juvenile rheumatoid arthritis with systemic onset, vertebrae||rheumatoid arthritis|
M0829|ICD_10|Juvenile rheumatoid arthritis with systemic onset, multiple sites||rheumatoid arthritis|
M084|ICD_10|Pauciarticular juvenile rheumatoid arthritis||rheumatoid arthritis|
M0840|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified site||rheumatoid arthritis|
M0841|ICD_10|Pauciarticular juvenile rheumatoid arthritis, shoulder||rheumatoid arthritis|
M08411|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right shoulder||rheumatoid arthritis|
M08412|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left shoulder||rheumatoid arthritis|
M08419|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder||rheumatoid arthritis|
M0842|ICD_10|Pauciarticular juvenile rheumatoid arthritis, elbow||rheumatoid arthritis|
M08421|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right elbow||rheumatoid arthritis|
M08422|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left elbow||rheumatoid arthritis|
M08429|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified elbow||rheumatoid arthritis|
M0843|ICD_10|Pauciarticular juvenile rheumatoid arthritis, wrist||rheumatoid arthritis|
M08431|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right wrist||rheumatoid arthritis|
M08432|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left wrist||rheumatoid arthritis|
M08439|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified wrist||rheumatoid arthritis|
M0844|ICD_10|Pauciarticular juvenile rheumatoid arthritis, hand||rheumatoid arthritis|
M08441|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right hand||rheumatoid arthritis|
M08442|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left hand||rheumatoid arthritis|
M08449|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified hand||rheumatoid arthritis|
M0845|ICD_10|Pauciarticular juvenile rheumatoid arthritis, hip||rheumatoid arthritis|
M08451|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right hip||rheumatoid arthritis|
M08452|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left hip||rheumatoid arthritis|
M08459|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified hip||rheumatoid arthritis|
M0846|ICD_10|Pauciarticular juvenile rheumatoid arthritis, knee||rheumatoid arthritis|
M08461|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right knee||rheumatoid arthritis|
M08462|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left knee||rheumatoid arthritis|
M08469|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified knee||rheumatoid arthritis|
M0847|ICD_10|Pauciarticular juvenile rheumatoid arthritis, ankle and foot||rheumatoid arthritis|
M08471|ICD_10|Pauciarticular juvenile rheumatoid arthritis, right ankle and foot||rheumatoid arthritis|
M08472|ICD_10|Pauciarticular juvenile rheumatoid arthritis, left ankle and foot||rheumatoid arthritis|
M08479|ICD_10|Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot||rheumatoid arthritis|
M0848|ICD_10|Pauciarticular juvenile rheumatoid arthritis, vertebrae||rheumatoid arthritis|
Q874|ICD_10|Marfan's syndrome||marfan|
Q8740|ICD_10|Marfan's syndrome, unspecified||marfan|
Q8741|ICD_10|Marfan's syndrome with cardiovascular manifestations||marfan|
Q87410|ICD_10|Marfan's syndrome with aortic dilation||marfan|
Q87418|ICD_10|Marfan's syndrome with other cardiovascular manifestations||marfan|
Q8742|ICD_10|Marfan's syndrome with ocular manifestations||marfan|
Q8743|ICD_10|Marfan's syndrome with skeletal manifestation||marfan|
M41|ICD_10|Scoliosis||scoliosis|
M410|ICD_10|Infantile idiopathic scoliosis||scoliosis|
M4100|ICD_10|Infantile idiopathic scoliosis, site unspecified||scoliosis|
M4102|ICD_10|Infantile idiopathic scoliosis, cervical region||scoliosis|
M4103|ICD_10|Infantile idiopathic scoliosis, cervicothoracic region||scoliosis|
M4104|ICD_10|Infantile idiopathic scoliosis, thoracic region||scoliosis|
M4105|ICD_10|Infantile idiopathic scoliosis, thoracolumbar region||scoliosis|
M4106|ICD_10|Infantile idiopathic scoliosis, lumbar region||scoliosis|
M4107|ICD_10|Infantile idiopathic scoliosis, lumbosacral region||scoliosis|
M4108|ICD_10|Infantile idiopathic scoliosis, sacral and sacrococcygeal region||scoliosis|
M411|ICD_10|Juvenile and adolescent idiopathic scoliosis||scoliosis|
M4111|ICD_10|Juvenile idiopathic scoliosis||scoliosis|
M41112|ICD_10|Juvenile idiopathic scoliosis, cervical region||scoliosis|
M41113|ICD_10|Juvenile idiopathic scoliosis, cervicothoracic region||scoliosis|
M41114|ICD_10|Juvenile idiopathic scoliosis, thoracic region||scoliosis|
M41115|ICD_10|Juvenile idiopathic scoliosis, thoracolumbar region||scoliosis|
M41116|ICD_10|Juvenile idiopathic scoliosis, lumbar region||scoliosis|
M41117|ICD_10|Juvenile idiopathic scoliosis, lumbosacral region||scoliosis|
M41119|ICD_10|Juvenile idiopathic scoliosis, site unspecified||scoliosis|
M4112|ICD_10|Adolescent scoliosis||scoliosis|
M41122|ICD_10|Adolescent idiopathic scoliosis, cervical region||scoliosis|
M41123|ICD_10|Adolescent idiopathic scoliosis, cervicothoracic region||scoliosis|
M41124|ICD_10|Adolescent idiopathic scoliosis, thoracic region||scoliosis|
M41125|ICD_10|Adolescent idiopathic scoliosis, thoracolumbar region||scoliosis|
M41126|ICD_10|Adolescent idiopathic scoliosis, lumbar region||scoliosis|
M41127|ICD_10|Adolescent idiopathic scoliosis, lumbosacral region||scoliosis|
M41129|ICD_10|Adolescent idiopathic scoliosis, site unspecified||scoliosis|
M412|ICD_10|Other idiopathic scoliosis||scoliosis|
M4120|ICD_10|Other idiopathic scoliosis, site unspecified||scoliosis|
M4122|ICD_10|Other idiopathic scoliosis, cervical region||scoliosis|
M4123|ICD_10|Other idiopathic scoliosis, cervicothoracic region||scoliosis|
M4124|ICD_10|Other idiopathic scoliosis, thoracic region||scoliosis|
M4125|ICD_10|Other idiopathic scoliosis, thoracolumbar region||scoliosis|
M4126|ICD_10|Other idiopathic scoliosis, lumbar region||scoliosis|
M4127|ICD_10|Other idiopathic scoliosis, lumbosacral region||scoliosis|
M413|ICD_10|Thoracogenic scoliosis||scoliosis|
M4130|ICD_10|Thoracogenic scoliosis, site unspecified||scoliosis|
M4134|ICD_10|Thoracogenic scoliosis, thoracic region||scoliosis|
M4135|ICD_10|Thoracogenic scoliosis, thoracolumbar region||scoliosis|
M414|ICD_10|Neuromuscular scoliosis||scoliosis|
M4140|ICD_10|Neuromuscular scoliosis, site unspecified||scoliosis|
M4141|ICD_10|Neuromuscular scoliosis, occipito-atlanto-axial region||scoliosis|
M4142|ICD_10|Neuromuscular scoliosis, cervical region||scoliosis|
M4143|ICD_10|Neuromuscular scoliosis, cervicothoracic region||scoliosis|
M4144|ICD_10|Neuromuscular scoliosis, thoracic region||scoliosis|
M4145|ICD_10|Neuromuscular scoliosis, thoracolumbar region||scoliosis|
M4146|ICD_10|Neuromuscular scoliosis, lumbar region||scoliosis|
M4147|ICD_10|Neuromuscular scoliosis, lumbosacral region||scoliosis|
M415|ICD_10|Other secondary scoliosis||scoliosis|
M4150|ICD_10|Other secondary scoliosis, site unspecified||scoliosis|
M4152|ICD_10|Other secondary scoliosis, cervical region||scoliosis|
M4153|ICD_10|Other secondary scoliosis, cervicothoracic region||scoliosis|
M4154|ICD_10|Other secondary scoliosis, thoracic region||scoliosis|
M4155|ICD_10|Other secondary scoliosis, thoracolumbar region||scoliosis|
M4156|ICD_10|Other secondary scoliosis, lumbar region||scoliosis|
M4157|ICD_10|Other secondary scoliosis, lumbosacral region||scoliosis|
M418|ICD_10|Other forms of scoliosis||scoliosis|
M4180|ICD_10|Other forms of scoliosis, site unspecified||scoliosis|
M4182|ICD_10|Other forms of scoliosis, cervical region||scoliosis|
M4183|ICD_10|Other forms of scoliosis, cervicothoracic region||scoliosis|
M4184|ICD_10|Other forms of scoliosis, thoracic region||scoliosis|
M4185|ICD_10|Other forms of scoliosis, thoracolumbar region||scoliosis|
M4186|ICD_10|Other forms of scoliosis, lumbar region||scoliosis|
M4187|ICD_10|Other forms of scoliosis, lumbosacral region||scoliosis|
M419|ICD_10|Scoliosis, unspecified||scoliosis|
M965|ICD_10|Postradiation scoliosis||scoliosis|
Q763|ICD_10|Congenital scoliosis due to congenital bony malformation||scoliosis|
Q764|ICD_10|Other congenital malformations of spine, not associated with scoliosis||scoliosis|
Q7649|ICD_10|Other congenital malformations of spine, not associated with scoliosis||scoliosis|
Z4782|ICD_10|Encounter for orthopedic aftercare following scoliosis surgery||scoliosis|
Q600|ICD_10|Renal agenesis, unilateral||renal.*late|
Q601|ICD_10|Renal agenesis, bilateral||renal.*late|
Q603|ICD_10|Renal hypoplasia, unilateral||renal.*late|
Q604|ICD_10|Renal hypoplasia, bilateral||renal.*late|
E0500|ICD_10|Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm||oto.*tox|
E0501|ICD_10|Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm||oto.*tox|
E051|ICD_10|Thyrotoxicosis with toxic single thyroid nodule||oto.*tox|
E0510|ICD_10|Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm||oto.*tox|
E0511|ICD_10|Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm||oto.*tox|
E052|ICD_10|Thyrotoxicosis with toxic multinodular goiter||oto.*tox|
E0520|ICD_10|Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm||oto.*tox|
E0521|ICD_10|Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm||oto.*tox|
E0530|ICD_10|Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic crisis or storm||oto.*tox|
E0531|ICD_10|Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm||oto.*tox|
E0540|ICD_10|Thyrotoxicosis factitia without thyrotoxic crisis or storm||oto.*tox|
E0541|ICD_10|Thyrotoxicosis factitia with thyrotoxic crisis or storm||oto.*tox|
E0580|ICD_10|Other thyrotoxicosis without thyrotoxic crisis or storm||oto.*tox|
E0581|ICD_10|Other thyrotoxicosis with thyrotoxic crisis or storm||oto.*tox|
E0590|ICD_10|Thyrotoxicosis, unspecified without thyrotoxic crisis or storm||oto.*tox|
E0591|ICD_10|Thyrotoxicosis, unspecified with thyrotoxic crisis or storm||oto.*tox|
H910|ICD_10|Ototoxic hearing loss||oto.*tox|
H9101|ICD_10|Ototoxic hearing loss, right ear||oto.*tox|
H9102|ICD_10|Ototoxic hearing loss, left ear||oto.*tox|
H9103|ICD_10|Ototoxic hearing loss, bilateral||oto.*tox|
H9109|ICD_10|Ototoxic hearing loss, unspecified ear||oto.*tox|
L560|ICD_10|Drug phototoxic response||oto.*tox|
51167020001|NDC|Kalydeco ivacaftor IVACAFTOR Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]|TABLET, FILM COATED|cystic fibrosis|
51167020002|NDC|Kalydeco ivacaftor IVACAFTOR Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]|TABLET, FILM COATED|cystic fibrosis|
51167030001|NDC|Kalydeco ivacaftor IVACAFTOR Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]|GRANULE|cystic fibrosis|
51167040001|NDC|Kalydeco ivacaftor IVACAFTOR Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]|GRANULE|cystic fibrosis|
51167080901|NDC|ORKAMBI lumacaftor and ivacaftor LUMACAFTOR; IVACAFTOR Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA],Cytochrome P450 2C8 Inducers [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Chloride Channel Activation Potentiators [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]|TABLET, FILM COATED|cystic fibrosis|
42023010401|NDC|Aplisol Tuberculin Purified Protein Derivative TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|INJECTION|tuberculosis|
42023010405|NDC|Aplisol Tuberculin Purified Protein Derivative TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|INJECTION|tuberculosis|
49281075221|NDC|TUBERSOL Tuberculin Purified Protein Derivative TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|INJECTION, SOLUTION|tuberculosis|
49281075222|NDC|TUBERSOL Tuberculin Purified Protein Derivative TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|INJECTION, SOLUTION|tuberculosis|
54868297201|NDC|TUBERSOL Tuberculin Purified Protein Derivative TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|INJECTION, SOLUTION|tuberculosis|
64117040901|NDC|TUBERCULINUM TUBERCULIN PURIFIED PROTEIN DERIVATIVE TUBERCULIN PURIFIED PROTEIN DERIVATIVE Skin Test Antigen [EPC],Tuberculosis Skin Test [EPC],Cell-mediated Immunity [PE],Antigens, Bacterial [Chemical/Ingredient]|PELLET|tuberculosis|
55714454001|NDC|Hyperactivity - Mental Focus Adrenalinum, Tarentula cubensis, Aconitum nap., Arg. nit., Arsenicum alb., Baptisia, Chamomilla, Cypripedium, Digitalis, Gelsemium, Humulus, Ignatia, Impatiens glandulifera flos, Iodium, Lachesis, Lycopodium, Nat. mur., Nux vom., Scutellaria lateriflora, Staphysag., Stramonium, Theridion, Echinacea, Gingko, Hypericum, Passiflora EPINEPHRINE; CITHARACANTHUS SPINICRUS; ACONITUM NAPELLUS; SILVER NITRATE; ARSENIC TRIOXIDE; BAPTISIA TINCTORIA; MATRICARIA RECUTITA; CYPRIPEDIUM PARVIFOLUM ROOT; DIGITALIS; GELSEMIUM SEMPERVIRENS ROOT; HOPS; STRYCHNOS IGNATII SEED; IMPATIENS GLANDULIFERA FLOWER; IODINE; LACHESIS MUTA VENOM; LYCOPODIUM CLAVATUM SPORE; SODIUM CHLORIDE; STRYCHNOS NUX-VOMICA SEED; SCUTELLARIA LATERIFLORA; DELPHINIUM STAPHISAGRIA SEED; DATURA STRAMONIUM; THERIDION CURASSAVICUM; ECHINACEA, UNSPECIFIED; GINKGO; HYPERICUM PERFORATUM; PASSIFLORA INCARNATA FLOWERING TOP Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient],Non-Standardized Food Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|renal.*late|
55714454002|NDC|Hyperactivity - Mental Focus Adrenalinum, Tarentula cubensis, Aconitum nap., Arg. nit., Arsenicum alb., Baptisia, Chamomilla, Cypripedium, Digitalis, Gelsemium, Humulus, Ignatia, Impatiens glandulifera flos, Iodium, Lachesis, Lycopodium, Nat. mur., Nux vom., Scutellaria lateriflora, Staphysag., Stramonium, Theridion, Echinacea, Gingko, Hypericum, Passiflora EPINEPHRINE; CITHARACANTHUS SPINICRUS; ACONITUM NAPELLUS; SILVER NITRATE; ARSENIC TRIOXIDE; BAPTISIA TINCTORIA; MATRICARIA RECUTITA; CYPRIPEDIUM PARVIFOLUM ROOT; DIGITALIS; GELSEMIUM SEMPERVIRENS ROOT; HOPS; STRYCHNOS IGNATII SEED; IMPATIENS GLANDULIFERA FLOWER; IODINE; LACHESIS MUTA VENOM; LYCOPODIUM CLAVATUM SPORE; SODIUM CHLORIDE; STRYCHNOS NUX-VOMICA SEED; SCUTELLARIA LATERIFLORA; DELPHINIUM STAPHISAGRIA SEED; DATURA STRAMONIUM; THERIDION CURASSAVICUM; ECHINACEA, UNSPECIFIED; GINKGO; HYPERICUM PERFORATUM; PASSIFLORA INCARNATA FLOWERING TOP Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient],Non-Standardized Food Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|renal.*late|
55714454101|NDC|Hyperactivity - Mental Focus Adrenalinum, Tarentula cubensis, Aconitum nap., Arg. nit., Arsenicum alb., Baptisia, Chamomilla, Cypripedium, Digitalis, Gelsemium, Humulus, Ignatia, Impatiens glandulifera flos, Iodium, Lachesis, Lycopodium, Nat. mur., Nux vom., Scutellaria lateriflora, Staphysag., Stramonium, Theridion, Echinacea, Gingko, Hypericum, Passiflora EPINEPHRINE; CITHARACANTHUS SPINICRUS; ACONITUM NAPELLUS; SILVER NITRATE; ARSENIC TRIOXIDE; BAPTISIA TINCTORIA; MATRICARIA RECUTITA; CYPRIPEDIUM PARVIFOLUM ROOT; DIGITALIS; GELSEMIUM SEMPERVIRENS ROOT; HOPS; STRYCHNOS IGNATII SEED; IMPATIENS GLANDULIFERA FLOWER; IODINE; LACHESIS MUTA VENOM; LYCOPODIUM CLAVATUM SPORE; SODIUM CHLORIDE; STRYCHNOS NUX-VOMICA SEED; SCUTELLARIA LATERIFLORA; DELPHINIUM STAPHISAGRIA SEED; DATURA STRAMONIUM; THERIDION CURASSAVICUM; ECHINACEA, UNSPECIFIED; GINKGO; HYPERICUM PERFORATUM; PASSIFLORA INCARNATA FLOWERING TOP Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient],Non-Standardized Food Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|renal.*late|
